Fertilizer,Yield
35519983.2,0.390416667
4263812.8,0.595217391
494691.6,4.682380952
26575322.8,0.848823529
7275533.2,0.797857143
3015474.8,12.85714286
18019539.2,0.261428571
4095161.2,0.045555556
9017278.4,0.484285714
87170054.4,5304.749286
1086701.2,1.61
29343.6,0.937777778
73309.6,17
1097371.6,2.93
693674.8,0.62
215087.6,0.505
114311.6,0.81
11877439.6,1.856923077
5700760,2.116153846
17261743.2,1.937142857
326336.4,0.467272727
608608,64.83
108581.2,11.718
11142071.2,25.51785714
4050.8,5.56
366152.8,1.997857143
946998,1.151666667
85066.8,0.803333333
513167.2,11.26714286
745841.2,0.796666667
174283.2,0.598571429
731416.4,6.008571429
45744.4,0.61
419010.8,7.553333333
5038.8,0.45
1701237.2,1.457142857
462482.8,4.58
86054.8,0.68
191474.4,0.755714286
2050396.4,7.738571429
683300.8,0.635714286
10413717.6,1.51
130613.6,0.575714286
278912.4,0.871428571
88821.2,0.881428571
8200.4,2.328
511882.8,3.302857143
391544.4,6.547142857
73309.6,0.61
135850,5.624285714
423555.6,1.605
814013.2,1.595294118
257472.8,0.756923077
17290,0.436666667
586674.4,1.10375
284050,0.24
5335.2,0.7
2432060.8,12448.06222
19760,0.37
6358175.2,0.890555556
928522.4,1.449444444
2300656.8,0.875
2979511.6,1.128571429
489850.4,0.422
87536.8,0.465
60472120.8,13.24705882
2302040,0.774666667
1019912.4,0.24
3805677.2,2.634
5129597.2,0.600588235
979206.8,8.453846154
81213.6,0.5075
269625.2,0.61
920816,0.312857143
749595.6,0.4075
75878.4,0.516
911924,0.70625
31438061.2,18.95944444
1274026,0.91
34022570.4,0.667222222
41990197.6,1.751111111
143306732.4,3.22
398027656,1.781666667
4742.4,0.4575
177840,4.971428571
9921990,0.741111111
369709.6,0.575714286
122018,1.035
79040,0.481666667
2662561.2,75.314375
14721.2,0.71
1260984.4,1.569444444
5817146.4,0.402222222
1493065.6,0.649090909
36306233.6,1.870555556
7796734.32,0.746086957
771140.58,0.707826087
4449181.86,13.74652174
183180.38,0.423333333
2147858.94,5672.116522
173734.81,0.41173913
1530182.34,0.636956522
247919.68,0.470454545
7805330.85,9.13173913
1087620.24,0.502727273
2091610.04,0.613913043
549435.01,4.622380952
944981.52,0.548947368
781647.45,2.322173913
11310910.88,0.532173913
8145265.24,8.062608696
30378757.33,0.479565217
59137758.6,1.094782609
31271629.02,1.990434783
190396583.2,1.501304348
1607126.59,0.485217391
1133574.53,0.502727273
3089125.91,40.43478261
950394.15,3.409130435
300984.68,4.436521739
145716.49,0.573913043
1165307.4,0.667391304
8098780.3,1.256818182
164501.5,1.21
206953.5,7.44
29185.75,0.44
5655879.96,0.32
2650596.75,4868.07
37145.5,1.47
106554.52,1.76
979261.51,0.91
106130,0.58
106130,1.07
4298265,2.38
1720685.69,2.69
141683.55,51.27
8696398.33,0.831428571
4143951.98,10.36285714
21056828.78,0.193571429
4403439.83,0.056666667
9488340.39,0.491428571
98173964.55,5581.025714
506452.36,1.61
33112.56,0.975
90104.37,17
1195448.32,3.159285714
734525.73,0.37
268402.77,0.255
92333.1,0.815
12897448.25,2.081538462
6157768.73,2.292857143
18066297.64,2.097142857
277211.56,0.374545455
613431.4,88.2225
104962.57,11.79636364
11878281.86,24.25785714
4669.72,5.57
421442.23,1.999285714
1023623.85,1.245
92439.23,0.78
564505.47,11.16285714
2865.51,0.515
791199.15,0.8
189972.7,0.635714286
807224.78,5.765714286
48819.8,0.616666667
449460.55,6.76
1765684.81,1.448571429
473021.41,4.556666667
1946318.07,6.858571429
747367.46,0.654285714
10876414.66,1.605714286
416984.77,1.755714286
138393.52,0.588571429
110162.94,0.888571429
8490.4,2.372
553998.6,3.415714286
426854.86,6.39
76307.47,0.636
154737.54,5.284285714
6898.45,2
18042.1,2.76
29928.66,29.25
1273.56,0.58
22287.3,2.69
234971.82,12812.4475
318.39,0.67
37888.41,5.14
1167.43,3.305
14115.29,0.676666667
95304.74,2.125
318.39,1
260336.89,0.553333333
1485.82,13.07
6686.19,1.333333333
13160.12,3.325
6792.32,6.023333333
2700371.72,2.61
296951.74,83
38737.45,18.29
335264.67,0.763333333
814760.01,1.864117647
326562.01,0.83
15494.98,0.606666667
538822.01,0.776666667
305123.75,0.24
3714.55,0.69
2570044.08,13592.12778
79597.5,2.72
1788184.37,0.717222222
4913076.09,1.043333333
972681.45,1.662777778
2824968.34,0.826923077
509848.52,1.16625
647180.74,1.525
2465718.29,1.315
459118.38,0.452
122686.28,0.68
65155647.99,13.94058824
2450647.83,0.999375
1045911.15,0.360769231
3728240.77,1.941538462
6236198.8,0.636470588
940736.32,9.842142857
61343.14,0.5325
252058.75,0.615
843415.11,0.850625
714573.29,0.3875
83099.79,0.591666667
747261.33,0.931333333
262990.14,13.4
33258276.49,20.56777778
1325457.57,0.898
36716840.93,0.766111111
45333960.15,1.868888889
156471491.9,2.897222222
450940639,1.906666667
6367.8,0.542
153676.24,5.421666667
11355.91,3.6
94561.83,0.377777778
10829929.72,0.638235294
266386.3,0.5425
392893.26,0.617142857
159725.65,0.918
77474.9,0.448333333
2428572.79,78.571875
15919.5,0.683333333
1214339.46,0.592
1409724.79,1.425555556
6394757.02,0.566666667
1966270.51,0.636923077
38647770.15,2.096666667
25720.54,2.78
49808120.22,0.433181818
598640.66,0.42375
12710560.75,1.001666667
1396860.93,0.883125
4815336.67,17.63090909
14265573.55,0.190625
39126733.37,0.339047619
10076757.82,9101.813684
5737152.97,0.395
100302350.6,1.687727273
18037853.97,2.146818182
5326900.54,2.023181818
228637.93,3.14875
9817,1.1575
19708903.71,1.4145
157204431.3,0.904090909
26748183.56,1.668181818
1357102.08,0.5
6360336.13,0.209545455
32635143.95,0.830909091
33818877.81,0.840909091
538560.62,0.2075
42266504.48,2.564545455
9534564.91,5.019545455
7639883.91,8.745384615
38484308.89,0.404090909
12601592.05,0.371578947
1811432.84,0.36
1674583.86,12.77315789
1300556.16,22.5085
1394014,0.324705882
1948674.5,0.275263158
244345.13,6.14375
8196409.64,1.172
1547159.2,1.639285714
439997.94,0.151538462
294870578.4,2.7
121637833,2.939090909
1590157.66,0.34
14110661.29,0.192272727
3835109.22,0.204444444
6358078.22,0.668125
192511.37,0.681666667
23281015.5,73.8955
19365112.37,1.038421053
190253.46,13.93277778
2111244.02,7.528
12383556.48,3.364285714
9760355.91,0.1615
44752168.88,0.655454545
1400002.37,0.581818182
7189676.29,0.957391304
714677.6,0.714347826
4175562.78,13.73217391
163158.54,0.417619048
2053029.21,5771.352609
164238.41,0.426521739
1441920.96,0.637826087
261230.37,0.462380952
6824091.21,9.794782609
1001923.02,0.505238095
1987058.97,0.605652174
495660.33,4.657368421
887849.48,0.627368421
722433.03,2.331304348
9961702.58,0.52173913
7903077.68,7.459565217
26943640.03,0.499565217
52978913.05,1.197826087
32322963.35,1.825217391
174473319.7,1.581304348
1468623.2,0.489565217
1039718.47,0.495454545
2627814.56,36.57217391
859674.69,3.435217391
280668.03,4.423478261
125461.26,0.584782609
1141324.42,0.668695652
6901449.17,1.175909091
157072,1.56
196340,7.37
47121.6,0.21
5278306.39,0.4
2456704.25,4999.8
35341.2,1.58
139499.57,1.82
993578.57,0.92
63810.5,0.48
49085,1
4024970,2.36
1591041.19,2.81
122712.5,58.2
11691359.81,1.2925
57209843.71,0.492083333
45261082.16,0.662352941
15707.2,0.81
89629.21,1.11
3468836.95,18.36037037
711634.33,2.263636364
1951717.77,0.06
2981030.22,1.31
32984727.32,4673.661111
964912.93,0.119047619
54166573.71,1.593333333
16975360.06,1.049259259
584013.33,1.491333333
1056112.86,12.76823529
36271164.41,0.622380952
86744091.87,0.9464
17651358.68,1.173846154
15899515.03,0.63625
13077520.21,0.454583333
39558779.54,1.395238095
134828837.7,0.674210526
577043.26,2.018571429
1704722.05,0.360714286
58891495.81,3.1712
5673931.49,2.397368421
1096068.05,2.774761905
420952.96,1.807142857
42738800.35,0.419130435
1519082.58,0.26875
4303969.14,0.213043478
11815544.86,6.0164
3285553.56,0.117407407
16621359.04,0.2812
3759714.66,11.70933333
96545875.52,1.644
2794310.88,1.385384615
1058370.77,1.982857143
749724.29,0.208888889
110004295.3,2.357407407
5105330.85,2.064615385
30520267.64,2.751304348
9183410.82,0.764
139794.08,0.285
9580312.13,0.4372
7013951.99,0.686363636
6140828.01,1.01
40950731.97,98.80038462
18469703.8,0.5375
25637291.84,0.510434783
2797746.83,0.7235
343693.17,6.222142857
101115.1,9.558571429
6921377.68,0.722857143
908170.67,4.298095238
13128175.93,0.3965
1170579.08,0.363125
26143652.7,0.93375
8576131.2,0.825714286
4423442.03,7.457857143
19843396.61,0.22
4053242.96,0.055
9043616.74,0.507857143
90884117.11,5617.002143
377659.99,1.61
52815.46,17
1139950.04,2.957142857
360971.09,0.37
45452.71,0.51
191922.35,0.813333333
12737753.84,1.938461538
5424677.86,2.23
15947225.65,2.042857143
196536.34,0.345833333
330538.39,90.19
80106.72,11.46615385
11251165.53,24.29642857
20910.21,5.57
405147.59,1.905714286
1097933.28,1.178571429
84720.71,0.78
527860.09,11.36285714
2257.91,0.515
720567.8,1.036666667
177687.7,0.651428571
766805.87,5.897142857
45452.71,0.613333333
414277.4,7.133333333
5301.18,0.44
1659662.02,1.437142857
455017.95,4.606666667
201052.16,0.761428571
1798278.06,6.954285714
699559.42,0.664285714
10077837.69,1.681428571
392974.51,1.744285714
129289.89,0.614285714
274876,0.864285714
96501.11,0.91
8442.62,2.288
504888.31,3.431428571
403478.7,5.98
68719,0.64
149512.91,5.464285714
413786.55,1.395
6381.05,2
18259.62,2.76
23462.63,26.25
1178.04,0.58
19830.34,0.603333333
219213.61,11937.4475
98.17,1
44372.84,5.11
981.7,2.6775
22284.59,0.54
115349.75,1.62
589.02,1
243461.6,0.586666667
243461.6,0.586666667
1276.21,15.54
6282.88,1.18
12271.25,2.21
6184.71,6.265
4199614.43,2.605
241890.88,81.17
33574.14,18.69
332992.64,0.706666667
332992.64,0.706666667
763075.41,1.84
870571.56,0.686153846
30727.21,0.8875
340748.07,0.62
9817,1.27
2406244.87,13234.92556
116625.96,2.3
6037258.66,0.941111111
915729.76,1.524444444
5368426.45,0.806428571
198303.4,0.968333333
835721.21,1.37
2526993.97,1.355625
423210.87,0.49
99740.72,0.578333333
60177620.98,13.52411765
3928567.06,1.001875
1165179.73,0.460769231
3462161.39,2.568571429
7460330.98,0.87625
1069169.47,6.860833333
62337.95,0.498571429
236589.7,0.583636364
804699.49,0.544666667
674820.58,0.405555556
80990.25,0.548333333
720371.46,0.843333333
29418014.88,22.39388889
1241948.67,0.926
42801923.66,0.841666667
38673482.48,1.648333333
137618731,3.021111111
357293445.5,1.876111111
2846.93,0.3
149120.23,4.527142857
10519995.37,0.736111111
300498.37,0.682857143
126148.45,0.946666667
52815.46,0.5775
2121355.53,67.08461538
24149.82,1.276666667
1026465.52,0.598
1363090.45,1.536111111
5520393.61,0.462222222
1360636.2,0.612307692
41820420,2.330555556
27370.84,1.71
42322774.13,0.465
555485.07,0.46
8359442.63,0.851764706
989026.92,0.795
5158279.91,11.73363636
15050898.1,0.236
28962536.05,0.296842105
10646439.72,9057.671111
5914654.69,0.531176471
113144924.8,1.820454545
17429607.93,2.497272727
5532075.71,2.276363636
260125.11,2.4375
9293.83,1.092857143
29115833.18,1.419
146930856.5,0.83
25783024.89,1.765454545
1165507.56,0.368888889
7039514.51,0.458095238
30568121.78,0.838095238
34726548.99,0.854090909
599707.36,0.218333333
34472245.29,2.801818182
9268501.76,5.592857143
8062346.46,8.370909091
34554357.81,0.408636364
14063096.74,0.351
1949661.7,0.38
1811377.68,12.74411765
1438909.57,21.08136364
1404287.5,0.510666667
1770015.03,0.314210526
239801.24,5.85
7019701.29,1.252666667
1327077.22,1.738
250422.76,0.3275
247774835.5,2.627272727
142846575.6,3.025909091
2014820.64,0.303
9483893.93,0.168095238
4031581.75,0.283684211
5757068.1,0.469285714
95083.03,0.732
22294774.74,84.989
27331315.69,0.986111111
198642.85,14.05764706
1807088.22,7.83
19296033.68,2.97047619
10934139.93,0.388095238
53090340.03,0.439545455
1408679.09,0.6275
7478264.99,0.985652174
739012.68,0.709130435
4452868,13.77652174
167084.68,0.42952381
2151572.71,7700.721304
192208.66,0.443913043
1504579.16,0.637826087
251546.19,0.466190476
6963019.14,9.675652174
1018440.36,0.505714286
2001748,0.608695652
2176186.04,0.511904762
507483.97,4.6045
838078.78,0.44173913
910386.82,0.532777778
763523.88,2.351304348
11113582.34,0.529130435
2489418.75,0.587826087
8176119.28,7.350869565
27812347.99,0.479130435
50625636.74,1.120434783
33293052.31,1.806521739
175125987.7,1.600434783
1505191.94,0.489565217
866062.4,0.49173913
2774463.58,37.2173913
852070.59,3.326956522
296585.52,4.384347826
122045.35,0.600434783
1206359.56,0.672173913
4267502.05,0.55173913
7378381.85,1.185217391
163408,1.56
214473,7.37
58520.49,0.17
5521147.8,0.43
2555803.25,4999.8
15115.24,0.93
154726.95,1.58
913450.72,0.9
51575.65,0.56
32170.95,1
3344348.98,2.41
1699136.81,2.85
123066.65,58.56
13896318.45,1.292
49236873,0.37625
21264793.69,0.510666667
45141.46,0.5
86810.5,1.09
990558.87,2.213846154
2226331.87,0.704
37770533.64,4164.951481
1154783.91,0.116818182
62143960.27,1.221428571
19717932.71,1.082962963
1090442.01,12.86277778
48992067.39,0.534090909
87294698.33,0.843846154
15851290.91,0.5225
19208201.88,0.3728
30976846.04,1.202857143
151263619.6,0.604736842
655470.34,1.951538462
2002871.43,0.329285714
51634272.62,2.663333333
6657752.57,2.279
946949.36,2.6265
374612.84,1.94375
25668537.16,0.31826087
726246.43,0.282941176
3696901.74,0.213043478
12849485.95,7.9108
3045925.12,0.12037037
14023470.3,0.2764
712254.62,6.209444444
3999002.28,12.815
92300191.76,1.457368421
4126766.91,1.212307692
946847.23,1.545833333
721344.19,0.221764706
111114069.7,2.154814815
5461912.4,1.840714286
28216170.01,2.4368
9398921.77,0.714666667
260942.15,0.238333333
7462026.32,0.386
7158393.83,0.609545455
4947585.72,0.808
41561803.5,84.00269231
12682911.92,0.520833333
42710561.74,0.556363636
4282923.68,0.820526316
720833.54,4.797272727
15379552.44,0.347619048
1210546.89,0.347142857
26603435.18,0.777333333
9517801.09,0.772857143
5195455.23,7.347857143
20830026.28,0.214285714
4221645.68,0.057272727
9162899.34,0.525
92500979.34,5636.355
384008.8,1.61
29924.09,17
1093403.78,3.167857143
248890.81,0.74
296381.26,0.4025
198847.11,0.766666667
11902230.2,1.886923077
4478400.5,2.151428571
16542813.14,2.153571429
89670.14,0.325
333658.71,88.77583333
76291.11,11.49153846
11355732.57,23.09642857
7251.23,5.56
363378.54,2.066428571
1136502.64,1.185714286
83542.34,0.793333333
2553.25,0.5
747897.99,1.05
186387.25,0.655714286
908650.61,5.837142857
49941.57,0.583333333
414749.93,6.236666667
1722524.58,1.471428571
464691.5,4.96
1853761.63,7.288571429
730842.28,0.581428571
11005630.93,1.751428571
135935.03,0.568571429
277793.6,0.847142857
100189.53,0.912857143
8476.79,2.278
504726.46,3.447142857
405558.23,6.401428571
74350.64,0.562
155543.99,5.511428571
281163.89,1.455
6638.45,2.11
16545.06,2.13
22979.25,25.375
1225.56,0.92
19506.83,1.063333333
233060.66,9725.08
204.26,0.5
58724.75,5.23
17464.23,0.375
125517.77,1.195
55558.72,0.236666667
1634.08,15.69
11847.08,0.68
14093.94,2.36
7251.23,6.345
2682240.19,2.415
216209.21,91.64
47388.32,21.5
82827.43,0.423333333
947357.88,1.861764706
402187.94,0.816923077
43405.25,0.855
267784.86,1.0675
293623.75,0.24
8170.4,0.91
3922200.52,12368.60944
183323.35,1.993333333
6229725.74,0.937777778
830623.29,1.52
5191472.16,0.819285714
224379.61,1.16625
886386.27,1.285384615
2658341.77,1.385
375940.53,0.651111111
121943.22,0.611428571
66569763.82,15.42705882
3540336.45,0.82625
1157541.42,0.371428571
3399703.44,2.314285714
7289733.01,0.574705882
1085846.16,7.960833333
63218.47,0.556666667
185263.82,0.569
864836.84,0.549444444
649751.06,0.466666667
162693.09,0.605
902420.68,0.596666667
30620718.73,21.95444444
1300114.9,0.862
44894101.14,0.688333333
36056792.24,2.094705882
139537461.5,2.788823529
386436021.6,2.235294118
5923.54,0.385
154726.95,4.812857143
11086926.41,0.725555556
470819.3,0.796666667
52699.08,0.5375
2001543.74,79.67857143
130624.27,1.048
992499.34,0.652
1306651.22,1.602222222
5034089.83,0.600555556
1378652.87,0.892727273
44324828.52,2.109444444
28022.32,1.4525
40086686.12,0.337727273
776294,0.299333333
7546240.37,0.706470588
688061.56,0.594285714
3725643.18,26.83952381
14261467.48,0.168125
21954162.34,0.296315789
9967898.97,9202.625556
4267060.91,0.414705882
76045949.58,1.455238095
16662014.67,1.668636364
4472873.49,2.070909091
191801.42,1.635
3502.79,1.0075
36931997.71,1.162380952
120293571.5,0.767727273
18835732.54,1.495454545
1416357.87,0.420833333
6293661.6,0.294090909
24961922.91,0.661363636
34097577.91,0.841818182
385306.9,0.322857143
39161097.53,1.491363636
10602093.3,5.602272727
7684269.23,7.506363636
33635493.64,0.217272727
11186396.54,0.291
1412381.73,0.38
1458202.01,10.49411765
1110005.75,19.15952381
177316.91,0.27375
654643.05,0.223
252958.24,6.946666667
5835837.48,1.17375
909778.7,1.251428571
318943.23,0.302857143
199687525.7,2.202727273
67477557.22,2.533636364
1831864.5,0.318181818
8244336.95,0.128571429
2655493.5,0.209444444
4379055.52,0.461538462
188014.62,0.328333333
3908356.28,0
22008029.57,69.35666667
39437533.93,0.9025
121745.62,11.29588235
1243774.46,5.034285714
16435848.04,3.58547619
10428847.2,0.240454545
55312935.57,0.386666667
1045535.48,1.09
1033891.07,1.224666667
6973770.88,0.711304348
663920.71,0.710869565
4035876.77,13.77652174
149294.59,0.428571429
1980401.73,6959.633043
147306.52,0.422608696
1409162.95,0.637826087
226071.96,0.515652174
6429513.05,9.963478261
919908.39,0.508636364
1875602.04,0.606086957
1867839.1,0.524761905
485941.11,4.652857143
677931.87,0.450434783
937611.68,0.52
710025,2.337826087
9624625.55,0.512173913
2184699.59,0.585217391
7146259.62,7.566956522
24738123.03,0.472173913
43973930.99,1.076521739
31001395.56,1.794347826
165550849.1,1.545652174
1352834.3,0.49
786707.7,0.489090909
2381139.84,37.02130435
780364.81,3.405652174
268389.45,4.415
104515.68,0.56
1142288.22,0.669130435
3822869.27,0.498695652
6538004.87,1.152272727
151472,1.56
200321.72,7.44
55192.61,0.18
5147491.91,0.43
2373187.56,4867.56
22815.47,1.44
203351.16,1.82
867839.89,0.79
19028.67,0.84
33418.51,0.85
3193029.76,2.67
1556469.47,2.72
112467.96,55.11
9228904.95,0.910714286
5270089.56,8.055714286
19748824.69,0.222142857
3920474.04,0.068
8382839.16,0.574285714
85127074.66,5969.78
321878,1.61
58316.72,17
851840.66,2.951428571
229290.74,0.74
243396.57,0.5025
124964.4,0.87
10644505.46,2.130769231
3888948.93,2.212142857
14863568.68,2.123571429
76777.37,0.277272727
355769.86,88.46083333
80469.5,11.46928571
9862625.93,24.47785714
8520.3,5.57
297263.8,2.062857143
213291.51,0
469184.52,0
4177503.09,0.535416667
9658233.4,1.041666667
7267910.57,34.81964286
9014193.39,0.3108
1680297.83,0.376666667
32739252.75,8497.531111
2397612.42,0.191818182
7154401.24,1.429230769
6491143.22,0.640740741
53488.55,5.69
39382.72,16.00888889
586859.33,0.581666667
47532860.3,1.509285714
7735580.37,0.25125
30257194.69,0.765652174
11460466.19,1.806956522
10679912.04,0.411851852
2223987.64,8.54625
11479210.85,0.197037037
429517.79,18.3475
9872755.62,1.6392
55381.95,0.206
143570557.8,2.884642857
6104416.27,0.401785714
695635.16,0.575454545
24748252.72,89.04185185
729811.03,1.075217391
77061.38,13.8292
6432921.17,32.53576923
777524.71,1.435454545
1637601.66,3.67
18639386.96,0.422962963
859698.27,2.998235294
291110.25,0.924166667
31430.44,0.756666667
232793.53,0.843333333
272081.58,0.24
4260.15,0.93
2364477.92,12229.29167
77913.41,2.875
1702923.96,0.774444444
4137363.01,1.085555556
888288.61,1.698888889
4500422.46,0.679090909
129508.56,1.1625
664583.4,1.422
2139163.32,1.360588235
544163.16,0.498
155542.81,1.855
60216368.22,14.35235294
55287.28,0.87
3105081.33,0.8625
838681.53,0.306666667
2624631.08,1.895384615
6505817.07,0.606470588
777808.72,10.04
52636.52,0.532857143
151566.67,0.58
720912.05,0.596875
644608.03,0.50625
66931.69,0.59
1018081.18,0.807647059
226734.65,12.86
32841591.02,20.73388889
1279654.39,0.828
38650920.9,0.692777778
36444636.55,2.092777778
133113404.3,2.747777778
383516122.3,2.221666667
3692.13,1.216666667
130076.58,5.218571429
99308.83,0.511428571
10139630.35,0.773888889
263371.94,0.58
295938.42,0.85625
97510.1,0.8925
49228.4,0.55
1842278.2,64.52933333
224273.23,1.062
734355.19,0.67
1110573.77,1.704444444
4605222.15,0.523333333
1277382.31,0.604545455
38374484.5,1.992777778
30782.78,0.704
50800396.22,0.424090909
741558.16,0.41625
12720117.76,1.072631579
950504.94,0.88375
3831911.72,15.68263158
14854621.46,0.225
28794766.7,0.447894737
10290455.7,9524.628235
4814783.12,0.405294118
82835570.16,2.137619048
19750964.1,3.072272727
5025412.56,2.584545455
185389.54,2.995
5146.96,1.656666667
41775399.82,1.338947368
124564251.4,0.836818182
23238524.4,1.645
1118869.92,0.35
6749446.2,0.463333333
27213957.12,1.965
36942800.3,1.286666667
449567.16,0.21
55212231.76,2.420909091
16114141.96,5.081818182
5857339.46,7.792857143
47384299.48,0.495
19972679.3,0.353
1711859.1,0.375
1669000.76,12.80157895
1206269.26,19.88333333
428880.34,0.181818182
826384.02,0.240769231
262099.04,9.045
6690751.06,1.140666667
1073438.1,1.783076923
167771.1,0.285714286
208739317.9,2.670909091
85690351.32,2.729090909
1707405,0.297272727
11334793.68,0.262380952
4641370.16,0.204210526
4702539.8,0.518666667
310203.32,0.577142857
6772607.52,1.345
20683751.62,74.48380952
48575127.86,1.057142857
125011.74,7.32
1925754.88,6.29
18908149.4,3.782439024
9448036.92,0.656363636
33957860.44,0.408
1180633.44,0.481818182
1445998.82,0
7324618.98,0.979130435
694047.76,0.708695652
4254358.36,13.78478261
147777.14,0.414285714
2109164.82,6763.011739
142333.24,0.443478261
1465695.84,0.633913043
239432.62,0.518695652
6337392.46,10.2626087
950603.92,0.524545455
1936939.62,0.607391304
2151429.28,0.51
536471.6,4.419047619
751753.1,0.443913043
964758.06,0.538333333
725721.36,2.34173913
2487664.34,0.586956522
7709948.12,6.471304348
26140914.94,0.519130435
43664334.14,1.118695652
31622130.4,1.493913043
175115712.9,1.618695652
1431745.7,0.489130435
821435.02,0.506956522
2517160.38,37.43217391
811042.12,3.412173913
